Frequency&Target&Slot_1&Slot_2&Slot_3&Slot_4&Slot_5&Slot_6&Slot_7&Slot_8&Slot_9&Slot_10&Slot_11&Slot_12&Slot_13&Slot_14&Slot_15&Slot_16&Slot_17&Slot_18&Slot_19&Slot_20&Slot_21&Slot_22&Slot_23&Slot_24&Slot_25&Slot_26&Slot_27&Slot_28&Slot_29&Slot_30&Slot_31&Slot_32&Slot_33&Slot_34
48&miss&> chi_advmod&> chi_aux&> chi_nsubj&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
28&miss&> chi_aux&> chi_nsubj&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
22&miss&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
20&miss&> chi_nsubj&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
18&miss&> chi_advmod&> chi_nsubj&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
15&miss&> chi_aux&> chi_nsubj&> pa_acl:relcl > pa_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
8&miss&> chi_nsubj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
7&miss&> chi_advmod&> chi_aux&> chi_nsubj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
7&miss&> chi_aux&> chi_nsubj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
6&miss&> chi_advmod&> chi_aux&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
6&miss&> chi_advmod&> chi_aux&> chi_nsubj&> chi_obj&> chi_obl > chi_case&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
6&miss&> chi_aux&> chi_cc&> chi_nsubj&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
5&miss&> chi_aux&> chi_nsubj&> pa_acl:relcl&> pa_acl:relcl > pa_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
5&miss&> chi_aux&> chi_nsubj&> chi_obj&> chi_obl&> chi_obl > chi_case&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
5&miss&> chi_advmod&> chi_aux&> chi_nsubj&> chi_obj&> pa_ccomp&> pa_ccomp > chi_nsubj&&&&&&&&&&&&&&&&&&&&&&&&&&&&
5&miss&> chi_advmod&> chi_aux&> chi_nsubj&> chi_obj&> chi_vocative&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
5&miss&> chi_advmod&> chi_obj&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
5&miss&> chi_nsubj&> chi_obj&> chi_obj > chi_nmod&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
4&miss&> chi_nsubj&> chi_obj&> chi_obj > chi_amod&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
4&miss&> chi_nsubj&> chi_obj > chi_nmod:poss&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
