id,subfolder,target,pa_amod
viral/deu_news_2014_1M-sentences.txt/11889904,2011-2015,"[('viral/ADJ',)]","[('seeding',)]"
viral/deu_news_2014_1M-sentences.txt/11901086,2011-2015,"[('viral/ADJ',)]","[('Weg',)]"
viral/deu_news_2014_1M-sentences.txt/12125500,2011-2015,"[('viral/ADJ',)]","[('Vektoren',)]"
viral/deu_news_2014_1M-sentences.txt/12776048,2011-2015,"[('viral/ADJ',)]","[('Hits',)]"
viral/deu_news_2014_1M-sentences.txt/13496132,2011-2015,"[('viral/ADJ',)]","[('Freunde',)]"
viral/deu_news_2014_1M-sentences.txt/14228942,2011-2015,"[('viral/ADJ',)]","[('Marketing',)]"
viral/deu_news_2014_1M-sentences.txt/14323355,2011-2015,"[('viral/ADJ',)]","[('Entzündung',)]"
viral/deu_news_2014_1M-sentences.txt/15253744,2011-2015,"[('viral/ADJ',)]","[('Potenzial',)]"
viral/deu_news_2014_1M-sentences.txt/15462154,2011-2015,"[('viral/ADJ',)]","[('Online',)]"
viral/deu_news_2014_1M-sentences.txt/16627933,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2014_1M-sentences.txt/17429853,2011-2015,"[('viral/ADJ',)]","[('Loops',)]"
viral/deu_news_2014_1M-sentences.txt/17429875,2011-2015,"[('viral/ADJ',)]","[('Loop',)]"
viral/deu_news_2014_1M-sentences.txt/17666350,2011-2015,"[('viral/ADJ',)]","[('Marketing',)]"
viral/deu_news_2014_1M-sentences.txt/18815869,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2014_1M-sentences.txt/18921547,2011-2015,"[('viral/ADJ',)]","[('Toiletten',)]"
viral/deu_news_2014_1M-sentences.txt/19049041,2011-2015,"[('viral/ADJ',)]","[('Internetvideo',)]"
viral/deu_news_2014_1M-sentences.txt/19828235,2011-2015,"[('viral/ADJ',)]","[('Dynamik',)]"
viral/deu_news_2014_1M-sentences.txt/20174162,2011-2015,"[('viral/ADJ',)]","[('Epidemien',)]"
viral/deu_news_2014_1M-sentences.txt/20478711,2011-2015,"[('viral/ADJ',)]","[('Verbreitungspotential',)]"
viral/deu_news_2014_1M-sentences.txt/20509917,2011-2015,"[('viral/ADJ',)]","[('Weihnachtshits',)]"
viral/deu_news_2014_1M-sentences.txt/20522534,2011-2015,"[('viral/ADJ',)]","[('Foto',)]"
viral/deu_news_2015_1M-sentences.txt/463636,2011-2015,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2015_1M-sentences.txt/530472,2011-2015,"[('viral/ADJ',)]","[('Erreger',)]"
viral/deu_news_2015_1M-sentences.txt/1010109,2011-2015,"[('viral/ADJ',)]","[('Gentransfervektoren',)]"
viral/deu_news_2015_1M-sentences.txt/1265528,2011-2015,"[('viral/ADJ',)]","[('Faktor',)]"
viral/deu_news_2015_1M-sentences.txt/1416188,2011-2015,"[('viral/ADJ',)]","[('Werbekampagnen',)]"
viral/deu_news_2015_1M-sentences.txt/1868506,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2015_1M-sentences.txt/4469105,2011-2015,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2015_1M-sentences.txt/5410283,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2015_1M-sentences.txt/6869508,2011-2015,"[('viral/ADJ',)]","[('Kampagne',)]"
viral/deu_news_2015_1M-sentences.txt/7390359,2011-2015,"[('viral/ADJ',)]","[('Verbreitung',)]"
viral/deu_news_2015_1M-sentences.txt/7398759,2011-2015,"[('viral/ADJ',)]","[('Marketing',)]"
viral/deu_news_2015_1M-sentences.txt/7698268,2011-2015,"[('viral/ADJ',)]","[('Schusswechsel',)]"
viral/deu_news_2015_1M-sentences.txt/7745233,2011-2015,"[('viral/ADJ',)]","[('Marketings',)]"
viral/deu_news_2015_1M-sentences.txt/7761229,2011-2015,"[('viral/ADJ',)]","[('Populismus',)]"
viral/deu_news_2015_1M-sentences.txt/8691242,2011-2015,"[('viral/ADJ',)]","[('Infekt',)]"
viral/deu_news_2015_1M-sentences.txt/8944354,2011-2015,"[('viral/ADJ',)]","[('Verbreitung',)]"
viral/deu_news_2015_1M-sentences.txt/10180266,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2015_1M-sentences.txt/10694386,2011-2015,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2015_1M-sentences.txt/10803849,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2015_1M-sentences.txt/10980429,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2015_1M-sentences.txt/12624189,2011-2015,"[('viral/ADJ',)]","[('Effekt',)]"
viral/deu_news_2015_1M-sentences.txt/14265641,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2015_1M-sentences.txt/14845861,2011-2015,"[('viral/ADJ',)]","[('Strategie',)]"
viral/deu_news_2015_1M-sentences.txt/15178944,2011-2015,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2015_1M-sentences.txt/15234626,2011-2015,"[('viral/ADJ',)]","[('Online',)]"
viral/deu_news_2015_1M-sentences.txt/16520916,2011-2015,"[('viral/ADJ',)]","[('Blogeintrag',)]"
viral/deu_news_2015_1M-sentences.txt/16768043,2011-2015,"[('viral/ADJ',)]","[('Projekten',)]"
viral/deu_news_2015_1M-sentences.txt/16768057,2011-2015,"[('viral/ADJ',)]","[('Erfolg',)]"
viral/deu_news_2015_1M-sentences.txt/17173029,2011-2015,"[('viral/ADJ',)]","[('Social',)]"
viral/deu_news_2015_1M-sentences.txt/17190049,2011-2015,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2015_1M-sentences.txt/17609125,2011-2015,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2015_1M-sentences.txt/17799181,2011-2015,"[('viral/ADJ',)]","[('Marketingaktionen',)]"
viral/deu_news_2015_1M-sentences.txt/18448080,2011-2015,"[('viral/ADJ',)]","[('Variante',)]"
viral/deu_news_2015_1M-sentences.txt/18563764,2011-2015,"[('viral/ADJ',)]","[('Heiratsanträge',)]"
viral/deu_news_2015_1M-sentences.txt/18563778,2011-2015,"[('viral/ADJ',)]","[('Heiratsanträge',)]"
viral/deu_news_2015_1M-sentences.txt/18563789,2011-2015,"[('viral/ADJ',)]","[('Heiratsanträge',)]"
viral/deu_news_2015_1M-sentences.txt/19142783,2011-2015,"[('viral/ADJ',)]","[('Weiterverbreitung',)]"
viral/deu_news_2015_1M-sentences.txt/19550926,2011-2015,"[('viral/ADJ',)]","[('Erreger',)]"
viral/deu_news_2015_1M-sentences.txt/19563031,2011-2015,"[('viral/ADJ',)]","[('Logik',)]"
viral/deu_news_2015_1M-sentences.txt/20380853,2011-2015,"[('viral/ADJ',)]","[('Infekts',)]"
viral/deu_news_2016_1M-sentences.txt/236817,2016-2020,"[('viral/ADJ',)]","[('Erkrankungen',)]"
viral/deu_news_2016_1M-sentences.txt/276410,2016-2020,"[('viral/ADJ',)]","[('Infekten',)]"
viral/deu_news_2016_1M-sentences.txt/509410,2016-2020,"[('viral/ADJ',)]","[('Hepatitis',)]"
viral/deu_news_2016_1M-sentences.txt/1585315,2016-2020,"[('viral/ADJ',)]","[('Erfolgs',)]"
viral/deu_news_2016_1M-sentences.txt/1628011,2016-2020,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2016_1M-sentences.txt/2462658,2016-2020,"[('viral/ADJ',)]","[('Spektrums',)]"
viral/deu_news_2016_1M-sentences.txt/2727387,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/3014630,2016-2020,"[('viral/ADJ',)]","[('Effekt',)]"
viral/deu_news_2016_1M-sentences.txt/3422658,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/4127623,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/4467228,2016-2020,"[('viral/ADJ',)]","[('Guerilla',)]"
viral/deu_news_2016_1M-sentences.txt/4807918,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/5744376,2016-2020,"[('viral/ADJ',)]","[('Post',)]"
viral/deu_news_2016_1M-sentences.txt/5768251,2016-2020,"[('viral/ADJ',)]","[('DNA',)]"
viral/deu_news_2016_1M-sentences.txt/7037157,2016-2020,"[('viral/ADJ',)]","[('Erkrankungen',)]"
viral/deu_news_2016_1M-sentences.txt/7660410,2016-2020,"[('viral/ADJ',)]","[('Leberentzündungen',)]"
viral/deu_news_2016_1M-sentences.txt/7732954,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/9173199,2016-2020,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2016_1M-sentences.txt/11077936,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/11963944,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/12168850,2016-2020,"[('viral/ADJ',)]","[('Netz',)]"
viral/deu_news_2016_1M-sentences.txt/12782263,2016-2020,"[('viral/ADJ',)]","[('Größen',)]"
viral/deu_news_2016_1M-sentences.txt/14225988,2016-2020,"[('viral/ADJ',)]","[('Beitrag',)]"
viral/deu_news_2016_1M-sentences.txt/14297601,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/14342020,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/14777238,2016-2020,"[('viral/ADJ',)]","[('Gangsterrap',)]"
viral/deu_news_2016_1M-sentences.txt/14920239,2016-2020,"[('viral/ADJ',)]","[('Crowdfunding',)]"
viral/deu_news_2016_1M-sentences.txt/15447141,2016-2020,"[('viral/ADJ',)]","[('Straussen',)]"
viral/deu_news_2016_1M-sentences.txt/16097716,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2016_1M-sentences.txt/16316888,2016-2020,"[('viral/ADJ',)]","[('Kampagnen',)]"
viral/deu_news_2016_1M-sentences.txt/16846200,2016-2020,"[('viral/ADJ',)]","[('Clip',)]"
viral/deu_news_2016_1M-sentences.txt/17134948,2016-2020,"[('viral/ADJ',)]","[('Infekt',)]"
viral/deu_news_2016_1M-sentences.txt/17614298,2016-2020,"[('viral/ADJ',)]","[('Erfolg',)]"
viral/deu_news_2016_1M-sentences.txt/17621860,2016-2020,"[('viral/ADJ',)]","[('Infekts',)]"
viral/deu_news_2016_1M-sentences.txt/18079980,2016-2020,"[('viral/ADJ',)]","[('Hits',)]"
viral/deu_news_2016_1M-sentences.txt/18095495,2016-2020,"[('viral/ADJ',)]","[('Marketing',)]"
viral/deu_news_2016_1M-sentences.txt/18223722,2016-2020,"[('viral/ADJ',)]","[('Verbreitung',)]"
viral/deu_news_2016_1M-sentences.txt/19454916,2016-2020,"[('viral/ADJ',)]","[('Macht',)]"
viral/deu_news_2017_1M-sentences.txt/408155,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2017_1M-sentences.txt/427406,2016-2020,"[('viral/ADJ',)]","[('Erreger',)]"
viral/deu_news_2017_1M-sentences.txt/1829891,2016-2020,"[('viral/ADJ',)]","[('Urlaubsfoto',)]"
viral/deu_news_2017_1M-sentences.txt/2262872,2016-2020,"[('viral/ADJ',)]","[('Reichweite',)]"
viral/deu_news_2017_1M-sentences.txt/3443132,2016-2020,"[('viral/ADJ',)]","[('Oberflächenprotein',)]"
viral/deu_news_2017_1M-sentences.txt/3472631,2016-2020,"[('viral/ADJ',)]","[('Erbgut',)]"
viral/deu_news_2017_1M-sentences.txt/4149340,2016-2020,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2017_1M-sentences.txt/4424362,2016-2020,"[('viral/ADJ',)]","[('Klick',)]"
viral/deu_news_2017_1M-sentences.txt/5527141,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2017_1M-sentences.txt/6820484,2016-2020,"[('viral/ADJ',)]","[('Kampagnen',)]"
viral/deu_news_2017_1M-sentences.txt/8482807,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2017_1M-sentences.txt/10527472,2016-2020,"[('viral/ADJ',)]","[('Licht',)]"
viral/deu_news_2017_1M-sentences.txt/11808796,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2017_1M-sentences.txt/12133981,2016-2020,"[('viral/ADJ',)]","[('Berg',)]"
viral/deu_news_2017_1M-sentences.txt/13458018,2016-2020,"[('viral/ADJ',)]","[('Phänomene',)]"
viral/deu_news_2017_1M-sentences.txt/14319177,2016-2020,"[('viral/ADJ',)]","[('Immunantwort',)]"
viral/deu_news_2017_1M-sentences.txt/18363950,2016-2020,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2018_1M-sentences.txt/563054,2016-2020,"[('viral/ADJ',)]","[('Wutrede',)]"
viral/deu_news_2018_1M-sentences.txt/1968844,2016-2020,"[('viral/ADJ',)]","[('Angriff',)]"
viral/deu_news_2018_1M-sentences.txt/3291542,2016-2020,"[('viral/ADJ',)]","[('Assays',)]"
viral/deu_news_2018_1M-sentences.txt/3918286,2016-2020,"[('viral/ADJ',)]","[('Marketing',)]"
viral/deu_news_2018_1M-sentences.txt/4002251,2016-2020,"[('viral/ADJ',)]","[('Songs',)]"
viral/deu_news_2018_1M-sentences.txt/5190657,2016-2020,"[('viral/ADJ',)]","[('Autobahn',)]"
viral/deu_news_2018_1M-sentences.txt/5982172,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2018_1M-sentences.txt/5986685,2016-2020,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2018_1M-sentences.txt/6709607,2016-2020,"[('viral/ADJ',)]","[('Setpoints',)]"
viral/deu_news_2018_1M-sentences.txt/7197162,2016-2020,"[('viral/ADJ',)]","[('Gehirn',)]"
viral/deu_news_2018_1M-sentences.txt/7437545,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2018_1M-sentences.txt/11994332,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2018_1M-sentences.txt/12195017,2016-2020,"[('viral/ADJ',)]","[('Fieber',)]"
viral/deu_news_2018_1M-sentences.txt/14221316,2016-2020,"[('viral/ADJ',)]","[('Zoonosen',)]"
viral/deu_news_2018_1M-sentences.txt/14702878,2016-2020,"[('viral/ADJ',)]","[('Infekt',)]"
viral/deu_news_2018_1M-sentences.txt/15232290,2016-2020,"[('viral/ADJ',)]","[('Infekt',)]"
viral/deu_news_2018_1M-sentences.txt/16490157,2016-2020,"[('viral/ADJ',)]","[('Vektoren',)]"
viral/deu_news_2018_1M-sentences.txt/16548315,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2018_1M-sentences.txt/16748802,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2018_1M-sentences.txt/17557151,2016-2020,"[('viral/ADJ',)]","[('Berühmtheit',)]"
viral/deu_news_2018_1M-sentences.txt/18135122,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2018_1M-sentences.txt/18135145,2016-2020,"[('viral/ADJ',)]","[('Verbreitung',)]"
viral/deu_news_2019_1M-sentences.txt/1364675,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2019_1M-sentences.txt/1426863,2016-2020,"[('viral/ADJ',)]","[('Infektion',)]"
viral/deu_news_2019_1M-sentences.txt/5423335,2016-2020,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2019_1M-sentences.txt/5559841,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2019_1M-sentences.txt/7445007,2016-2020,"[('viral/ADJ',)]","[('Infektion',)]"
viral/deu_news_2019_1M-sentences.txt/9718193,2016-2020,"[('viral/ADJ',)]","[('Infektion',)]"
viral/deu_news_2019_1M-sentences.txt/10589527,2016-2020,"[('viral/ADJ',)]","[('Vektoren',)]"
viral/deu_news_2019_1M-sentences.txt/11784624,2016-2020,"[('viral/ADJ',)]","[('Infekts',)]"
viral/deu_news_2019_1M-sentences.txt/13237807,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2019_1M-sentences.txt/13755437,2016-2020,"[('viral/ADJ',)]","[('Hepatitis',)]"
viral/deu_news_2019_1M-sentences.txt/14805859,2016-2020,"[('viral/ADJ',)]","[('Infektion',)]"
viral/deu_news_2019_1M-sentences.txt/14995693,2016-2020,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2019_1M-sentences.txt/15691885,2016-2020,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2019_1M-sentences.txt/20200905,2016-2020,"[('viral/ADJ',)]","[('Volltreffer',)]"
viral/deu_news_2019_1M-sentences.txt/20332504,2016-2020,"[('viral/ADJ',)]","[('Vektor',)]"
viral/deu_news_2020_1M-sentences.txt/61749,2016-2020,"[('viral/ADJ',)]","[('Elementarereignis',)]"
viral/deu_news_2020_1M-sentences.txt/1418892,2016-2020,"[('viral/ADJ',)]","[('Krankheitserregern',)]"
viral/deu_news_2020_1M-sentences.txt/1724773,2016-2020,"[('viral/ADJ',)]","[('Anstrengung',)]"
viral/deu_news_2020_1M-sentences.txt/1924846,2016-2020,"[('viral/ADJ',)]","[('Massenmedien',)]"
viral/deu_news_2020_1M-sentences.txt/2060299,2016-2020,"[('viral/ADJ',)]","[('Vektorimpfstoffs',)]"
viral/deu_news_2020_1M-sentences.txt/2148406,2016-2020,"[('viral/ADJ',)]","[('Bronchitis',)]"
viral/deu_news_2020_1M-sentences.txt/2870363,2016-2020,"[('viral/ADJ',)]","[('Gehirn',)]"
viral/deu_news_2020_1M-sentences.txt/4250203,2016-2020,"[('viral/ADJ',)]","[('Genfragmente',)]"
viral/deu_news_2020_1M-sentences.txt/5367005,2016-2020,"[('viral/ADJ',)]","[('Ansteckungsgefahr',)]"
viral/deu_news_2020_1M-sentences.txt/5530597,2016-2020,"[('viral/ADJ',)]","[('RNA',)]"
viral/deu_news_2020_1M-sentences.txt/5530603,2016-2020,"[('viral/ADJ',)]","[('Erbgutpartikel',)]"
viral/deu_news_2020_1M-sentences.txt/5825826,2016-2020,"[('viral/ADJ',)]","[('Infekten',)]"
viral/deu_news_2020_1M-sentences.txt/5890426,2016-2020,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2020_1M-sentences.txt/6554636,2016-2020,"[('viral/ADJ',)]","[('MMR',)]"
viral/deu_news_2020_1M-sentences.txt/6554642,2016-2020,"[('viral/ADJ',)]","[('SR',)]"
viral/deu_news_2020_1M-sentences.txt/6712430,2016-2020,"[('viral/ADJ',)]","[('Krankheitserreger',)]"
viral/deu_news_2020_1M-sentences.txt/6931162,2016-2020,"[('viral/ADJ',)]","[('Videoclips',)]"
viral/deu_news_2020_1M-sentences.txt/7009775,2016-2020,"[('viral/ADJ',)]","[('Atemwegsinfekte',)]"
viral/deu_news_2020_1M-sentences.txt/7584107,2016-2020,"[('viral/ADJ',)]","[('Erbguts',)]"
viral/deu_news_2020_1M-sentences.txt/7654041,2016-2020,"[('viral/ADJ',)]","[('Partikel',)]"
viral/deu_news_2020_1M-sentences.txt/8074972,2016-2020,"[('viral/ADJ',)]","[('Missgeschick',)]"
viral/deu_news_2020_1M-sentences.txt/8431026,2016-2020,"[('viral/ADJ',)]","[('Erbguts',)]"
viral/deu_news_2020_1M-sentences.txt/9041317,2016-2020,"[('viral/ADJ',)]","[('Erkrankungen',)]"
viral/deu_news_2020_1M-sentences.txt/9375640,2016-2020,"[('viral/ADJ',)]","[('Effekt',)]"
viral/deu_news_2020_1M-sentences.txt/9456753,2016-2020,"[('viral/ADJ',)]","[('Posting',)]"
viral/deu_news_2020_1M-sentences.txt/9521749,2016-2020,"[('viral/ADJ',)]","[('Lungenentzündung',)]"
viral/deu_news_2020_1M-sentences.txt/9583057,2016-2020,"[('viral/ADJ',)]","[('Posting',)]"
viral/deu_news_2020_1M-sentences.txt/10192286,2016-2020,"[('viral/ADJ',)]","[('Ergebnis',)]"
viral/deu_news_2020_1M-sentences.txt/11039919,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2020_1M-sentences.txt/11076643,2016-2020,"[('viral/ADJ',)]","[('Infektion',)]"
viral/deu_news_2020_1M-sentences.txt/11469012,2016-2020,"[('viral/ADJ',)]","[('Impfstoffe',)]"
viral/deu_news_2020_1M-sentences.txt/13250946,2016-2020,"[('viral/ADJ',)]","[('Marketing',)]"
viral/deu_news_2020_1M-sentences.txt/13984869,2016-2020,"[('viral/ADJ',)]","[('Erkrankung',)]"
viral/deu_news_2020_1M-sentences.txt/15034189,2016-2020,"[('viral/ADJ',)]","[('Phänomen',)]"
viral/deu_news_2020_1M-sentences.txt/15493126,2016-2020,"[('viral/ADJ',)]","[('Nukleoprotein',)]"
viral/deu_news_2020_1M-sentences.txt/16645190,2016-2020,"[('viral/ADJ',)]","[('Songs',)]"
viral/deu_news_2020_1M-sentences.txt/18497708,2016-2020,"[('viral/ADJ',)]","[('Infektionen',)]"
viral/deu_news_2020_1M-sentences.txt/18671555,2016-2020,"[('viral/ADJ',)]","[('Lacher',)]"
viral/deu_news_2020_1M-sentences.txt/18782539,2016-2020,"[('viral/ADJ',)]","[('Bedrohungen',)]"
viral/deu_news_2020_1M-sentences.txt/19791603,2016-2020,"[('viral/ADJ',)]","[('Bedrohungen',)]"
viral/deu_news_2020_1M-sentences.txt/19927851,2016-2020,"[('viral/ADJ',)]","[('Dämonen',)]"
viral/deu_news_2020_1M-sentences.txt/20045482,2016-2020,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2021_1M-sentences.txt/193073,2021-2025,"[('viral/ADJ',)]","[('Stillstandsrhetorik',)]"
viral/deu_news_2021_1M-sentences.txt/225762,2021-2025,"[('viral/ADJ',)]","[('Infektionskrankheiten',)]"
viral/deu_news_2021_1M-sentences.txt/1070116,2021-2025,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2021_1M-sentences.txt/1908000,2021-2025,"[('viral/ADJ',)]","[('Erregern',)]"
viral/deu_news_2021_1M-sentences.txt/2962838,2021-2025,"[('viral/ADJ',)]","[('Eindringlinge',)]"
viral/deu_news_2021_1M-sentences.txt/3588191,2021-2025,"[('viral/ADJ',)]","[('Spike',)]"
viral/deu_news_2021_1M-sentences.txt/3719502,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2021_1M-sentences.txt/4209623,2021-2025,"[('viral/ADJ',)]","[('Impfstoffe',)]"
viral/deu_news_2021_1M-sentences.txt/4542187,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2021_1M-sentences.txt/4763300,2021-2025,"[('viral/ADJ',)]","[('Input',)]"
viral/deu_news_2021_1M-sentences.txt/7342252,2021-2025,"[('viral/ADJ',)]","[('Internet',)]"
viral/deu_news_2021_1M-sentences.txt/7381947,2021-2025,"[('viral/ADJ',)]","[('Variante',)]"
viral/deu_news_2021_1M-sentences.txt/7657138,2021-2025,"[('viral/ADJ',)]","[('Erbguts',)]"
viral/deu_news_2021_1M-sentences.txt/7862119,2021-2025,"[('viral/ADJ',)]","[('Vektor',)]"
viral/deu_news_2021_1M-sentences.txt/7931042,2021-2025,"[('viral/ADJ',)]","[('Proteinen',)]"
viral/deu_news_2021_1M-sentences.txt/9231492,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2021_1M-sentences.txt/9302793,2021-2025,"[('viral/ADJ',)]","[('Genfähre',)]"
viral/deu_news_2021_1M-sentences.txt/10697996,2021-2025,"[('viral/ADJ',)]","[('Pandemien',)]"
viral/deu_news_2021_1M-sentences.txt/10768023,2021-2025,"[('viral/ADJ',)]","[('Testspiel',)]"
viral/deu_news_2021_1M-sentences.txt/11254881,2021-2025,"[('viral/ADJ',)]","[('Last',)]"
viral/deu_news_2021_1M-sentences.txt/11730002,2021-2025,"[('viral/ADJ',)]","[('Infekte',)]"
viral/deu_news_2021_1M-sentences.txt/12936429,2021-2025,"[('viral/ADJ',)]","[('Post',)]"
viral/deu_news_2021_1M-sentences.txt/13222215,2021-2025,"[('viral/ADJ',)]","[('PR',)]"
viral/deu_news_2021_1M-sentences.txt/13716925,2021-2025,"[('viral/ADJ',)]","[('Hüllproteins',)]"
viral/deu_news_2021_1M-sentences.txt/14426471,2021-2025,"[('viral/ADJ',)]","[('mRNA',)]"
viral/deu_news_2021_1M-sentences.txt/14576942,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2021_1M-sentences.txt/14716709,2021-2025,"[('viral/ADJ',)]","[('Impfstoffplattformen',)]"
viral/deu_news_2021_1M-sentences.txt/14890555,2021-2025,"[('viral/ADJ',)]","[('Spike',)]"
viral/deu_news_2021_1M-sentences.txt/14948330,2021-2025,"[('viral/ADJ',)]","[('NFT',)]"
viral/deu_news_2021_1M-sentences.txt/15220310,2021-2025,"[('viral/ADJ',)]","[('Kopf',)]"
viral/deu_news_2021_1M-sentences.txt/15317058,2021-2025,"[('viral/ADJ',)]","[('Reproduktion',)]"
viral/deu_news_2021_1M-sentences.txt/15936172,2021-2025,"[('viral/ADJ',)]","[('Vektor',)]"
viral/deu_news_2021_1M-sentences.txt/16790187,2021-2025,"[('viral/ADJ',)]","[('Postings',)]"
viral/deu_news_2021_1M-sentences.txt/18574168,2021-2025,"[('viral/ADJ',)]","[('Humor',)]"
viral/deu_news_2021_1M-sentences.txt/18574182,2021-2025,"[('viral/ADJ',)]","[('Clips',)]"
viral/deu_news_2021_1M-sentences.txt/18574206,2021-2025,"[('viral/ADJ',)]","[('Haaland',)]"
viral/deu_news_2021_1M-sentences.txt/18574216,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2021_1M-sentences.txt/19211622,2021-2025,"[('viral/ADJ',)]","[('Hit',)]"
viral/deu_news_2021_1M-sentences.txt/19601818,2021-2025,"[('viral/ADJ',)]","[('Hits',)]"
viral/deu_news_2021_1M-sentences.txt/19842172,2021-2025,"[('viral/ADJ',)]","[('Vektoren',)]"
viral/deu_news_2021_1M-sentences.txt/19953627,2021-2025,"[('viral/ADJ',)]","[('Bedrohungen',)]"
viral/deu_news_2021_1M-sentences.txt/20065252,2021-2025,"[('viral/ADJ',)]","[('Vektorplattform',)]"
viral/deu_news_2021_1M-sentences.txt/20683748,2021-2025,"[('viral/ADJ',)]","[('RNA',)]"
viral/deu_news_2022_1M-sentences.txt/271076,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2022_1M-sentences.txt/405173,2021-2025,"[('viral/ADJ',)]","[('Atemwegserkrankungen',)]"
viral/deu_news_2022_1M-sentences.txt/1076754,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
viral/deu_news_2022_1M-sentences.txt/1656779,2021-2025,"[('viral/ADJ',)]","[('Weg',)]"
viral/deu_news_2022_1M-sentences.txt/2519774,2021-2025,"[('viral/ADJ',)]","[('Proteine',)]"
viral/deu_news_2022_1M-sentences.txt/3832205,2021-2025,"[('viral/ADJ',)]","[('Hype',)]"
viral/deu_news_2022_1M-sentences.txt/3841567,2021-2025,"[('viral/ADJ',)]","[('Videos',)]"
viral/deu_news_2022_1M-sentences.txt/4402545,2021-2025,"[('viral/ADJ',)]","[('Erfolg',)]"
viral/deu_news_2022_1M-sentences.txt/4607653,2021-2025,"[('viral/ADJ',)]","[('Video',)]"
