id,subfolder,target,Number,Degree,Case,Gender,Variant
viral/deu_news_2006_1M-sentences.txt/3679568,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2006_1M-sentences.txt/4409697,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2006_1M-sentences.txt/7419689,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2006_1M-sentences.txt/7539382,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2006_1M-sentences.txt/9359505,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2006_1M-sentences.txt/15117942,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2006_1M-sentences.txt/18522752,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2006_1M-sentences.txt/19704802,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Neut',)]",[]
viral/deu_news_2006_1M-sentences.txt/21112661,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2007_1M-sentences.txt/380258,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2007_1M-sentences.txt/1182562,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2007_1M-sentences.txt/1448609,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2007_1M-sentences.txt/1687729,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2007_1M-sentences.txt/2827917,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2007_1M-sentences.txt/5171407,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2007_1M-sentences.txt/5310555,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2007_1M-sentences.txt/5648075,2006-2010,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2007_1M-sentences.txt/5658320,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2007_1M-sentences.txt/5658348,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2007_1M-sentences.txt/10827643,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2007_1M-sentences.txt/11431523,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Dat',)]",[],[]
viral/deu_news_2007_1M-sentences.txt/12477474,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2007_1M-sentences.txt/15283432,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2007_1M-sentences.txt/17131839,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2007_1M-sentences.txt/18236057,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2007_1M-sentences.txt/18630035,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2007_1M-sentences.txt/19514967,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2007_1M-sentences.txt/20126650,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2008_1M-sentences.txt/683266,2006-2010,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]","[('Gen',)]",[],[]
viral/deu_news_2008_1M-sentences.txt/1883542,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2008_1M-sentences.txt/2817365,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2008_1M-sentences.txt/5145561,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2008_1M-sentences.txt/5959202,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2008_1M-sentences.txt/6718578,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2008_1M-sentences.txt/9575682,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2008_1M-sentences.txt/10029425,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2008_1M-sentences.txt/10588647,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2008_1M-sentences.txt/12019074,2006-2010,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]","[('Gen',)]",[],[]
viral/deu_news_2008_1M-sentences.txt/12182909,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2008_1M-sentences.txt/12640060,2006-2010,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]","[('Gen',)]",[],[]
viral/deu_news_2008_1M-sentences.txt/13515141,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2008_1M-sentences.txt/14449081,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2008_1M-sentences.txt/14905049,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Nom',)]","[('Masc',)]",[]
viral/deu_news_2008_1M-sentences.txt/15372618,2006-2010,"[('viral/ADJ',)]",[],[],"[('Dat',)]",[],[]
viral/deu_news_2008_1M-sentences.txt/16872932,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2008_1M-sentences.txt/16901915,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2008_1M-sentences.txt/19294344,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2009_1M-sentences.txt/5137074,2006-2010,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2009_1M-sentences.txt/6450691,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2009_1M-sentences.txt/9659503,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2009_1M-sentences.txt/12877026,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2009_1M-sentences.txt/13174135,2006-2010,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2009_1M-sentences.txt/14046797,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2009_1M-sentences.txt/15354902,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2009_1M-sentences.txt/15460843,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2009_1M-sentences.txt/15923952,2006-2010,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2009_1M-sentences.txt/16275439,2006-2010,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2009_1M-sentences.txt/17073154,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Dat',)]",[],[]
viral/deu_news_2009_1M-sentences.txt/18148208,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2009_1M-sentences.txt/18738552,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2009_1M-sentences.txt/18754210,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2009_1M-sentences.txt/20772323,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2010_1M-sentences.txt/1986770,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2010_1M-sentences.txt/2167739,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/2379341,2006-2010,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2010_1M-sentences.txt/2757781,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/4847030,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Neut',)]",[]
viral/deu_news_2010_1M-sentences.txt/4847041,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/5238381,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2010_1M-sentences.txt/6482578,2006-2010,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2010_1M-sentences.txt/8325485,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/16023731,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/17497358,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/18745930,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/19583561,2006-2010,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2010_1M-sentences.txt/19940707,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2010_1M-sentences.txt/19940716,2006-2010,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2010_1M-sentences.txt/20909975,2006-2010,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2010_1M-sentences.txt/21052374,2006-2010,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2011_1M-sentences.txt/4150270,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2011_1M-sentences.txt/4946777,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2011_1M-sentences.txt/5955357,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2011_1M-sentences.txt/7334885,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2011_1M-sentences.txt/13018140,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2011_1M-sentences.txt/14212907,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2011_1M-sentences.txt/16269716,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]","[('Gen',)]",[],[]
viral/deu_news_2011_1M-sentences.txt/16935404,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2011_1M-sentences.txt/18513682,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Fem',)]",[]
viral/deu_news_2011_1M-sentences.txt/18797042,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Nom',)]","[('Masc',)]",[]
viral/deu_news_2011_1M-sentences.txt/19263761,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Nom',)]","[('Masc',)]",[]
viral/deu_news_2011_1M-sentences.txt/19316970,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2012_1M-sentences.txt/853772,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2012_1M-sentences.txt/1572927,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2012_1M-sentences.txt/3163706,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2012_1M-sentences.txt/3686823,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2012_1M-sentences.txt/4752044,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2012_1M-sentences.txt/5096811,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2012_1M-sentences.txt/6646271,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2012_1M-sentences.txt/7414803,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2012_1M-sentences.txt/7744452,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2012_1M-sentences.txt/8286929,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Masc',)]",[]
viral/deu_news_2012_1M-sentences.txt/8330379,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2012_1M-sentences.txt/10693664,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2012_1M-sentences.txt/10715660,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2012_1M-sentences.txt/10800201,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2012_1M-sentences.txt/19346905,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2012_1M-sentences.txt/19814153,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2012_1M-sentences.txt/21379107,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2013_1M-sentences.txt/117731,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2013_1M-sentences.txt/9503034,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Nom',)]","[('Masc',)]",[]
viral/deu_news_2013_1M-sentences.txt/10673749,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2013_1M-sentences.txt/11164463,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2013_1M-sentences.txt/11174180,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2013_1M-sentences.txt/12874027,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2013_1M-sentences.txt/12903561,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2013_1M-sentences.txt/13414654,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2013_1M-sentences.txt/15473016,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2013_1M-sentences.txt/16418445,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2013_1M-sentences.txt/17353371,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2013_1M-sentences.txt/17840603,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2013_1M-sentences.txt/18745472,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2013_1M-sentences.txt/19134956,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2013_1M-sentences.txt/20216557,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/401155,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/809577,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/4338217,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2014_1M-sentences.txt/5144039,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2014_1M-sentences.txt/5200538,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Dat',)]",[],[]
viral/deu_news_2014_1M-sentences.txt/6031996,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/6770089,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/6965920,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2014_1M-sentences.txt/7220072,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/8147315,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2014_1M-sentences.txt/8358399,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2014_1M-sentences.txt/8496774,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/8880821,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/9252184,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2014_1M-sentences.txt/9637380,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],[]
viral/deu_news_2014_1M-sentences.txt/9879429,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2014_1M-sentences.txt/9965389,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2014_1M-sentences.txt/10830649,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2014_1M-sentences.txt/11080402,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/11543264,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2014_1M-sentences.txt/11889904,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/13496132,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2014_1M-sentences.txt/13510953,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/14228942,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/15253744,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/16563375,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/17429853,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]","[('Gen',)]",[],[]
viral/deu_news_2014_1M-sentences.txt/17666350,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/18561487,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2014_1M-sentences.txt/18921547,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/19049041,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/19828235,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2014_1M-sentences.txt/20478711,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Neut',)]",[]
viral/deu_news_2014_1M-sentences.txt/20509917,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2014_1M-sentences.txt/20522534,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2015_1M-sentences.txt/463636,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/530472,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/1678704,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/3658121,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/3658165,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/3925979,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/4467176,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/4469105,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Neut',)]",[]
viral/deu_news_2015_1M-sentences.txt/5701944,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/5774615,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/6869508,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/6883139,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/7390359,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2015_1M-sentences.txt/7698268,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Masc',)]",[]
viral/deu_news_2015_1M-sentences.txt/7745233,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2015_1M-sentences.txt/7761229,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2015_1M-sentences.txt/7933516,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/8691242,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/8944354,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/10694386,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],"[('Neut',)]",[]
viral/deu_news_2015_1M-sentences.txt/10980429,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/11293235,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/11858416,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/12624189,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]",[],[],[]
viral/deu_news_2015_1M-sentences.txt/14265641,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/15178944,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/16307740,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/16500956,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/16520916,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/16532146,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/16768043,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],"[('Dat',)]",[],[]
viral/deu_news_2015_1M-sentences.txt/16768057,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Nom',)]","[('Masc',)]",[]
viral/deu_news_2015_1M-sentences.txt/17190049,2011-2015,"[('viral/ADJ',)]","[('Sing',)]","[('Pos',)]","[('Nom',)]",[],[]
viral/deu_news_2015_1M-sentences.txt/17609125,2011-2015,"[('viral/ADJ',)]","[('Plur',)]","[('Pos',)]",[],[],[]
viral/deu_news_2015_1M-sentences.txt/17799181,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/18448080,2011-2015,"[('viral/ADJ',)]","[('Sing',)]",[],[],"[('Fem',)]",[]
viral/deu_news_2015_1M-sentences.txt/18563764,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/18563778,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/18563789,2011-2015,"[('viral/ADJ',)]","[('Plur',)]",[],[],[],[]
viral/deu_news_2015_1M-sentences.txt/19173695,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
viral/deu_news_2015_1M-sentences.txt/19438041,2011-2015,"[('viral/ADJ',)]",[],"[('Pos',)]",[],[],"[('Short',)]"
